Lambda,MSE,testerror
98.0,4.420082301638132,4.969344911445741
99.0,4.425965101423692,4.97906701786808
100.0,4.4318503334423545,4.988784044985337
101.0,4.437738014682666,4.998495808239986
102.0,4.443628154219043,5.008202125944718
103.0,4.449520753698646,5.017902819248353
104.0,4.455415807800813,5.027597712102548
105.0,4.461313304670734,5.037286631229387
106.0,4.467213226328886,5.046969406089452
107.0,4.473115549057692,5.056645868850642
108.0,4.479020243766697,5.066315854357452
109.0,4.484927276337614,5.075979200100691
110.0,4.490836607950331,5.085635746187619
111.0,4.496748195391034,5.0952853353125755
112.0,4.502661991343453,5.104927812727745
113.0,4.508577944664202,5.114563026214429
114.0,4.514496000643156,5.124190826054498
115.0,4.5204161012496265,5.133811065002061
116.0,4.526338185365244,5.143423598255525
117.0,4.532262189004211,5.153028283429749
118.0,4.53818804552165,5.16262498052846
119.0,4.544115685810763,5.172213551916916
120.0,4.550045038489284,5.18179386229462
121.0,4.5559760300760095,5.191365778668433
122.0,4.561908585157727,5.200929170325698
123.0,4.567842626547252,5.210483908807599
124.0,4.573778075432942,5.220029867882699
125.0,4.579714851520197,5.229566923520693
126.0,4.585652873165326,5.2390949538662275
127.0,4.5915920575022735,5.248613839212978
128.0,4.597532320562473,5.25812346197791
129.0,4.60347357738829,5.267623706675622
130.0,4.609415742140339,5.27711445989295
131.0,4.6153587281989905,5.28659561026368
132.0,4.6213024482604235,5.2960670484435495
133.0,4.6272468144274335,5.305528667085232
134.0,4.633191738295336,5.3149803608137445
135.0,4.639137131033175,5.324422026201765
136.0,4.645082903460494,5.3338535617454435
137.0,4.651028966119906,5.343274867840033
138.0,4.656975229345636,5.352685846756135
139.0,4.66292160332832,5.36208640261571
140.0,4.668867998176175,5.371476441368634
141.0,4.674814323972735,5.380855870769151
142.0,4.680760490831386,5.390224600352776
143.0,4.686706408946773,5.399582541413223
144.0,4.6926519886433375,5.408929606979593
145.0,4.698597140421004,5.418265711793826
146.0,4.704541774998301,5.427590772288213
147.0,4.710485803352909,5.436904706563175
148.0,4.716429136759878,5.446207434365377
149.0,4.722371686827539,5.455498877065806
150.0,4.728313365531289,5.464778957638228
